Product_Name,Specifications,Price,Rating,No_of_Ratings,No_of_Reviews,Maximum_Power,Engine_Capacity,Brake_Front,Tire_Type,Console_Feature,Range,Maximum_Speed,Charging_Time,Brand,Bike_Type
"Revolt Motors RV400 Booking for Ex-Showroom Price (With Charger, Mist Grey)","Range: 150 kmMaximum Speed: 85 kmphCharging Time: 4.5 hrTire Type: TubelessStandard warranty shall be for 3 years or 40,000 kilometers (whichever occurs first) on Vehicle and 3 years or 40,000 kilometers (whichever occurs first) on Battery, from the date of purchase of vehicle. Remaining period / kilometers of warranty shall be treated as extended warranty and shall be provided by Revolts authorized service provider only, subject to subscription in Revolt Protect Plan. Customer can subscribe to Revolt Protect Plan at nominal subscription charge. Customer to contact authorized service provider to avail extended warranty.","₹1,39,950",4.4,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,"TubelessStandard warranty shall be for 3 years or 40,000 kilometers (whichever occurs first) on Vehicle and 3 years or 40,000 kilometers (whichever occurs first) on Battery, from the date of purchase of vehicle. Remaining period / kilometers of warranty shall be treated as extended warranty and shall be provided by Revolts authorized service provider only, subject to subscription in Revolt Protect Plan. Customer can subscribe to Revolt Protect Plan at nominal subscription charge. Customer to contact authorized service provider to avail extended warranty.",,150 km,85 kmph,4.5 hr,Other,Motorcycle
Hero Splendor+ i3S Booking for Ex-Showroom Price,"Maximum Power: 5.9 kW @ 8000 rpmEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Analogue speedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹79,073",5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,5.9 kW @ 8000 rpm,97.2 cc,Drum,Tubeless,"Analogue speedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Portable Charger, Te...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,84,545",3,5 Ratings & 1 Reviews,5 Ratings & 1 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Amo Electric Bikes Jaunty S LA Booking for Ex-Showroom Price (with Portable Charger, Volcano Purple)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 8 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹51,999",4.4,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,8 Hr,Other,Electric
"Amo Electric Bikes Jaunty 3W LI Booking for Ex-Showroom Price (with Portable Charger, Grey)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 6 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹1,01,008",4,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,6 Hr,Other,Electric
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerDuring 5 years from the date of purchase or during the first 50,000 km of run for the vehicle in the hands of original retail purchaser, whichever is earlier.","₹72,100",4,"1,692 Ratings & 205 Reviews","1,692 Ratings & 205 Reviews",,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,Analog Speedometer,,,,TVS,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Cosmic Bl...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,657",4.4,5 Ratings & 1 Reviews,5 Ratings & 1 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, True Red)",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,89,546",4,4 Ratings & 1 Reviews,4 Ratings & 1 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range Booking for Ex-Showroom Price (with Duo Charger, Cardamom Green Duo)","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km","₹1,58,655",3,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"VIDA VX2 Plus Booking for Ex-Showroom Price (with Portable Charger, Matte Giallo Lime)","Range: 142 kmMaximum Speed: 80 kmphCharging Time: 4.13 HrTire Type: TubelessIt comes with an overall warranty of 5 years or 50,000 KMs, whichever is earlier. The battery pack comes with a warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,35,990",4.5,"5,258 Ratings & 513 Reviews","5,258 Ratings & 513 Reviews",,,,"TubelessIt comes with an overall warranty of 5 years or 50,000 KMs, whichever is earlier. The battery pack comes with a warranty of 3 years or 30,000 KMs, whichever is earlier.",,142 km,80 kmph,4.13 Hr,VIDA,Motorcycle
"Amo Electric Bikes Feisty E1 LA Booking for Ex-Showroom Price (with Portable Charger, White)",Range: 70 kmMaximum Speed: 25 km/hCharging Time: 8 HrTire Type: Tubeless12 Months Warranty,"₹57,000",4.5,559 Ratings & 53 Reviews,559 Ratings & 53 Reviews,,,,Tubeless12 Months Warranty,,70 km,25 km/h,8 Hr,Other,Electric
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: During 5 Years from the date of purchase or during the first 60,000 km of run for the vehicle in the hands of originalretail purchaser, whichever is earlier, the parts of the vehicle covered under warranty which prove to the satisfactionof the Company to have a manufacturing defect will be repaired or replaced free of cost.","₹79,097",4.6,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,"Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: ",,,,TVS,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Still Whi...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,761",3.2,"1,353 Ratings & 141 Reviews","1,353 Ratings & 141 Reviews",,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"BGauss OOWAH MAX Booking for Ex-Showroom Price (With Charger, Sage Green)","Range: 145 kmMaximum Speed: 60 kmphCharging Time: 6.5 HrsTire Type: TubelessThe OOWAH EX comes with a comprehensive warranty package. The battery, motor, charger, and overall vehicle are covered for 36,000 kilometers or 3 years, whichever comes first. In addition, a limited warranty is provided for 10,000 kilometers or 1 year, whichever occurs earlier.

Additional Battery Warranty

The Oo Wah EX benefits from an additional battery warranty valid for 5 years or 50,000 kilometers, ensuring long-term battery performance and peace of mind.","₹1,09,490",4.6,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,,,145 km,60 kmph,6.5 Hrs,Other,Motorcycle
"Amo Electric Bikes Jaunty 3W LA Booking for Ex-Showroom Price (with Portable Charger, White)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 8 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹81,669",4.6,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,8 Hr,Other,Electric
"Chetak C3503 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Matt...","Range: 151 kmMaximum Speed: 70 kmphCharging Time: 5 hrTire Type: TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,24,157",4.4,"1,692 Ratings & 205 Reviews","1,692 Ratings & 205 Reviews",,,,"TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,151 km,70 kmph,5 hr,Bajaj,Electric
Hero HF Deluxe Non i3S-Self Booking for Ex-Showroom Price,"Maximum Power: 7.91Engine Capacity: 97.2 ccBrake Front: DrumTire Type: TubedConsole Feature: SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹64,923",4.6,386 Ratings & 62 Reviews,386 Ratings & 62 Reviews,7.91,97.2 cc,Drum,Tubed,"SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Amo Electric Bikes Single Light LA Booking for Ex-Showroom Price (with Portable Charger, Blue)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 8 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹48,500",4.5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,8 Hr,Other,Electric
"Amo Electric Bikes Jaunty 3W LA Booking for Ex-Showroom Price (with Portable Charger, Blue)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 8 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹81,669",4.6,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,8 Hr,Other,Electric
"Amo Electric Bikes Jaunty LA Booking for Ex-Showroom Price (with Portable Charger, Grey)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 8 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹60,000",4.8,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,8 Hr,Other,Electric
"Ather Rizta Z 123KM IDC Range Booking for Ex-Showroom Price (with Portable Charger, Pangong Blue Mono)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km","₹1,38,050",4.6,139 Ratings & 8 Reviews,139 Ratings & 8 Reviews,,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
Hero Splendor+ XTEC Booking for Ex-Showroom Price,"Maximum Power: 5.9 kW @ 8000 rpmEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Fully Digital SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹80,983",4.6,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,5.9 kW @ 8000 rpm,97.2 cc,Drum,Tubeless,"Fully Digital SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Chetak C3502 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Indi...","Range: 153 kmMaximum Speed: 80 KmphCharging Time: 5 hrTire Type: TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,39,939",4.5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,153 km,80 Kmph,5 hr,Bajaj,Electric
